发货前天数（实际）,发货前天数（计划）,每笔订单利润,销售额预测,每名客户销售额,装运状态,记录数,利润率,产品名称,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单 ID,订单日期,邮寄方式,销售额
4,￥6,￥79,￥229,￥175,提前装运,1,45%,"Wilson Jones 装订机, 透明",￥79,2018/12/22,中国,西北,西安,装订机,谭珊,0%,3,陕西,办公用品,消费者,CN-2018-2511714,2018/12/18,标准级,￥175
6,￥6,￥300,￥936,￥714,准时装运,1,42%,"Ames 邮寄品, 银色",￥300,2015/7/5,中国,西北,库尔勒,信封,彭彩,0%,4,新疆,办公用品,消费者,CN-2015-2271818,2015/6/29,标准级,￥714
5,￥6,￥63,￥287,￥219,提前装运,1,29%,"Avery 合法证物标签, 耐用",￥63,2015/10/13,中国,西北,兰州,标签,柯娜,0%,4,甘肃,办公用品,消费者,CN-2015-1786532,2015/10/8,标准级,￥219
4,￥6,￥8,￥263,￥200,提前装运,1,4%,"Avery 可去除的标签, 白色",￥8,2017/11/29,中国,西北,西安,标签,郭莲,0%,4,陕西,办公用品,消费者,CN-2017-5673737,2017/11/25,标准级,￥200
5,￥6,￥52,￥567,￥432,提前装运,1,12%,"Fiskars 剪刀, 蓝色",￥52,2016/5/22,中国,西北,咸阳,用品,沈彩,0%,4,陕西,办公用品,消费者,US-2016-3360468,2016/5/17,标准级,￥432
5,￥6,￥285,￥762,￥582,提前装运,1,49%,"GlobeWeis 外皮和封条, 红色",￥285,2015/10/13,中国,西北,兰州,信封,柯娜,0%,5,甘肃,办公用品,消费者,CN-2015-1786532,2015/10/8,标准级,￥582
5,￥6,"￥2,250","￥9,511","￥7,258",提前装运,1,31%,"KitchenAid 微波炉, 银色","￥2,250",2015/12/4,中国,西北,库尔勒,器具,冯丽丽,0%,5,新疆,办公用品,消费者,US-2015-4733722,2015/11/29,标准级,"￥7,258"
5,￥6,"￥2,092","￥16,125","￥12,305",提前装运,1,17%,"KitchenAid 冰箱, 黑色","￥2,092",2015/3/28,中国,西北,西安,器具,洪黎明,0%,5,陕西,办公用品,消费者,CN-2015-3042636,2015/3/23,标准级,"￥12,305"
5,￥6,￥18,￥340,￥260,提前装运,1,7%,"Avery 可去除的标签, 耐用",￥18,2015/5/17,中国,西北,肃州,标签,楚杰,0%,5,甘肃,办公用品,消费者,CN-2015-2823186,2015/5/12,标准级,￥260
5,￥6,￥50,￥827,￥631,提前装运,1,8%,"Kleencut 开信刀, 蓝色",￥50,2018/1/14,中国,西北,银川,用品,巩嘉丽,0%,5,宁夏,办公用品,消费者,CN-2018-5181244,2018/1/9,标准级,￥631
4,￥6,￥110,￥516,￥394,提前装运,1,28%,"SanDisk 备忘录便条, 回收",￥110,2017/10/16,中国,西北,昌吉,纸张,曾康,0%,5,新疆,办公用品,消费者,CN-2017-1017090,2017/10/12,标准级,￥394
6,￥6,￥50,￥417,￥319,准时装运,1,16%,"Eaton 备忘录便条, 回收",￥50,2018/3/30,中国,西北,阿克苏,纸张,肖保,0%,5,新疆,办公用品,消费者,CN-2018-1090625,2018/3/24,标准级,￥319
4,￥6,￥0,￥688,￥525,提前装运,1,0%,"Enermax 计划信息表, 优质",￥0,2015/5/20,中国,西北,兰州,纸张,邓保,0%,5,甘肃,办公用品,消费者,CN-2015-1594949,2015/5/16,标准级,￥525
5,￥6,￥119,"￥1,425","￥1,087",提前装运,1,11%,"Eaton 信纸, 多色",￥119,2017/6/11,中国,西北,肃州,纸张,潘惠,0%,5,甘肃,办公用品,消费者,US-2017-5247158,2017/6/6,标准级,"￥1,087"
6,￥6,￥83,￥579,￥442,准时装运,1,19%,"BIC 荧光笔, 蓝色",￥83,2015/6/5,中国,西北,昌吉,美术,林丹,0%,5,新疆,办公用品,消费者,CN-2015-4853457,2015/5/30,标准级,￥442
5,￥6,￥134,￥490,￥374,提前装运,1,36%,"Sanford 荧光笔, 整包",￥134,2017/11/2,中国,西北,西安,美术,邱荷,0%,5,陕西,办公用品,消费者,CN-2017-1587245,2017/10/28,标准级,￥374
4,￥6,￥103,"￥1,504","￥1,148",提前装运,1,9%,"Avery 订书机, 回收",￥103,2018/8/7,中国,西北,榆林,装订机,楚杰,0%,5,陕西,办公用品,消费者,CN-2018-5838362,2018/8/3,标准级,"￥1,148"
5,￥6,￥60,￥391,￥298,提前装运,1,20%,"Hon 可去除的标签, 耐用",￥60,2016/5/22,中国,西北,咸阳,标签,沈彩,0%,6,陕西,办公用品,消费者,US-2016-3360468,2016/5/17,标准级,￥298
6,￥6,￥102,￥408,￥312,准时装运,1,33%,"Fiskars 尺子, 锯齿状",￥102,2015/8/24,中国,西北,榆林,用品,韦立,0%,6,陕西,办公用品,消费者,CN-2015-2151004,2015/8/18,标准级,￥312
5,￥6,￥45,￥493,￥376,提前装运,1,12%,"施乐 备忘录便条, 回收",￥45,2016/5/22,中国,西北,咸阳,纸张,沈彩,0%,6,陕西,办公用品,消费者,US-2016-3360468,2016/5/17,标准级,￥376
5,￥6,￥80,￥556,￥424,提前装运,1,19%,"Acco 装订机, 实惠",￥80,2015/12/4,中国,西北,库尔勒,装订机,冯丽丽,0%,6,新疆,办公用品,消费者,US-2015-4733722,2015/11/29,标准级,￥424
4,￥6,￥135,￥422,￥322,提前装运,1,42%,"Novimex 可去除的标签, 白色",￥135,2017/7/22,中国,西北,石嘴山,标签,徐菊,0%,7,宁夏,办公用品,消费者,US-2017-2447332,2017/7/18,标准级,￥322
6,￥6,￥417,"￥2,109","￥1,609",准时装运,1,26%,"Fiskars 大剪刀, 工业",￥417,2016/11/22,中国,西北,汉中,用品,周木兰,0%,7,陕西,办公用品,消费者,CN-2016-3245528,2016/11/16,标准级,"￥1,609"
6,￥6,￥443,"￥1,262",￥963,准时装运,1,46%,"Wilson Jones 打孔机, 耐用",￥443,2018/3/30,中国,西北,阿克苏,装订机,肖保,0%,7,新疆,办公用品,消费者,CN-2018-1090625,2018/3/24,标准级,￥963
6,￥6,￥0,￥568,￥433,准时装运,1,0%,"Avery 装订机, 回收",￥0,2018/12/3,中国,西北,咸阳,装订机,韦绅,0%,7,陕西,办公用品,消费者,CN-2018-4092793,2018/11/27,标准级,￥433
5,￥6,"￥5,654","￥27,444","￥20,943",提前装运,1,27%,"Breville 炉灶, 黑色","￥5,654",2016/5/22,中国,西北,咸阳,器具,沈彩,0%,8,陕西,办公用品,消费者,US-2016-3360468,2016/5/17,标准级,"￥20,943"
4,￥6,￥276,"￥1,205",￥920,提前装运,1,30%,"Fiskars 开信刀, 锯齿状",￥276,2017/11/12,中国,西北,榆林,用品,薛关茵,0%,8,陕西,办公用品,消费者,CN-2017-1007278,2017/11/8,标准级,￥920
6,￥6,￥292,￥961,￥733,准时装运,1,40%,"Eldon 文件夹, 工业",￥292,2016/9/27,中国,西北,金昌,收纳具,俞荷,0%,9,甘肃,办公用品,消费者,CN-2016-4247811,2016/9/21,标准级,￥733
6,￥6,￥92,￥578,￥441,准时装运,1,21%,"Smead 可去除的标签, 白色",￥92,2016/5/7,中国,西北,西安,标签,丁蔓楚,0%,9,陕西,办公用品,消费者,CN-2016-1357144,2016/5/1,标准级,￥441
5,￥6,(￥4),￥62,￥48,提前装运,1,-8%,"Ibico 装订机, 耐用",(￥4),2015/5/17,中国,西北,肃州,装订机,楚杰,40%,1,甘肃,办公用品,消费者,CN-2015-2823186,2015/5/12,标准级,￥48
6,￥6,(￥777),"￥2,261","￥1,725",准时装运,1,-45%,"Hoover 微波炉, 黑色",(￥777),2018/11/9,中国,西北,兰州,器具,涂强,40%,2,甘肃,办公用品,消费者,US-2018-3700485,2018/11/3,标准级,"￥1,725"
4,￥6,(￥86),￥219,￥167,提前装运,1,-52%,"Fiskars 剪刀, 锯齿状",(￥86),2015/6/12,中国,西北,嘉峪关,用品,王丹,40%,3,甘肃,办公用品,消费者,US-2015-2530333,2015/6/8,标准级,￥167
6,￥6,(￥80),￥420,￥320,准时装运,1,-25%,"Kleencut 修剪器, 锯齿状",(￥80),2018/2/23,中国,西北,平凉,用品,吕灵,40%,3,甘肃,办公用品,消费者,CN-2018-5679752,2018/2/17,标准级,￥320
7,￥6,(￥98),￥241,￥184,延迟装运,1,-53%,"Elite 剪刀, 钢",(￥98),2017/5/8,中国,西北,张掖,用品,赵芳,40%,3,甘肃,办公用品,消费者,CN-2017-2547654,2017/5/1,标准级,￥184
4,￥6,(￥126),￥308,￥235,提前装运,1,-53%,"Wilson Jones 打孔机, 实惠",(￥126),2015/6/12,中国,西北,嘉峪关,装订机,王丹,40%,3,甘肃,办公用品,消费者,US-2015-2530333,2015/6/8,标准级,￥235
5,￥6,(￥283),￥619,￥472,提前装运,1,-60%,"Stiletto 修剪器, 钢",(￥283),2019/1/4,中国,西北,兰州,用品,常刚,40%,4,甘肃,办公用品,消费者,CN-2018-4159546,2018/12/30,标准级,￥472
5,￥6,(￥96),￥686,￥524,提前装运,1,-18%,"Kleencut 大剪刀, 蓝色",(￥96),2016/7/28,中国,西北,肃州,用品,施旺,40%,4,甘肃,办公用品,消费者,CN-2016-2852208,2016/7/23,标准级,￥524
7,￥6,￥15,￥239,￥182,延迟装运,1,8%,"Stockwell 橡皮筋, 金属",￥15,2017/5/8,中国,西北,张掖,系固件,赵芳,40%,4,甘肃,办公用品,消费者,CN-2017-2547654,2017/5/1,标准级,￥182
4,￥6,(￥67),"￥1,749","￥1,334",提前装运,1,-5%,"Hoover 搅拌机, 白色",(￥67),2015/6/12,中国,西北,嘉峪关,器具,王丹,40%,5,甘肃,办公用品,消费者,US-2015-2530333,2015/6/8,标准级,"￥1,334"
7,￥6,(￥320),"￥1,397","￥1,066",延迟装运,1,-30%,"Breville 烤面包机, 黑色",(￥320),2018/9/17,中国,西北,肃州,器具,邓达侠,40%,5,甘肃,办公用品,消费者,US-2018-1232384,2018/9/10,标准级,"￥1,066"
4,￥6,(￥4),￥286,￥218,提前装运,1,-2%,"Stockwell 橡皮筋, 每包 12 个",(￥4),2015/5/20,中国,西北,兰州,系固件,邓保,40%,5,甘肃,办公用品,消费者,CN-2015-1594949,2015/5/16,标准级,￥218
6,￥6,(￥76),￥39,￥30,准时装运,1,-255%,"Stanley 荧光笔, 金属",(￥76),2015/3/25,中国,西北,平凉,美术,冯丽,80%,2,甘肃,办公用品,消费者,US-2015-3569049,2015/3/19,标准级,￥30
5,￥6,(￥42),￥35,￥27,提前装运,1,-156%,"Boston 钢笔, 整包",(￥42),2015/5/17,中国,西北,肃州,美术,楚杰,80%,2,甘肃,办公用品,消费者,CN-2015-2823186,2015/5/12,标准级,￥27
4,￥6,(￥313),￥149,￥114,提前装运,1,-275%,"Binney & Smith 记号笔, 整包",(￥313),2017/9/30,中国,西北,兰州,美术,贾廉,80%,5,甘肃,办公用品,消费者,CN-2017-3325239,2017/9/26,标准级,￥114
6,￥6,￥5,￥123,￥94,准时装运,1,5%,"GlobeWeis 外皮和封条, 回收",￥5,2017/5/20,中国,西南,江油,信封,邢毅,0%,1,四川,办公用品,消费者,CN-2017-2310505,2017/5/14,标准级,￥94
4,￥6,￥41,￥125,￥96,提前装运,1,43%,"Cameo 商业信封, 红色",￥41,2016/5/8,中国,西南,海口,信封,韩廉,0%,1,海南,办公用品,消费者,CN-2016-2766233,2016/5/4,标准级,￥96
5,￥6,￥232,￥823,￥628,提前装运,1,37%,"Tenex 文件车, 工业",￥232,2015/6/28,中国,西南,开化,收纳具,白忠,0%,1,云南,办公用品,消费者,CN-2015-2203847,2015/6/23,标准级,￥628
6,￥6,￥346,"￥1,297",￥990,准时装运,1,35%,"Rogers 锁柜, 工业",￥346,2016/6/24,中国,西南,成都,收纳具,汤欢悦,0%,1,四川,办公用品,消费者,US-2016-3289723,2016/6/18,标准级,￥990
5,￥6,￥10,￥65,￥50,提前装运,1,20%,"Hon 可去除的标签, 耐用",￥10,2017/11/6,中国,西南,连然,标签,程安,0%,1,云南,办公用品,消费者,CN-2017-1165982,2017/11/1,标准级,￥50
5,￥6,￥19,￥51,￥39,提前装运,1,48%,"Accos 订书钉, 混合尺寸",￥19,2018/5/2,中国,西南,海口,系固件,沈强,0%,1,海南,办公用品,消费者,US-2018-3266914,2018/4/27,标准级,￥39
4,￥6,￥82,￥347,￥265,提前装运,1,31%,"Boston 画布, 混合尺寸",￥82,2018/11/11,中国,西南,重庆,美术,洪黎明,0%,1,重庆,办公用品,消费者,CN-2018-5373243,2018/11/7,标准级,￥265
5,￥6,￥45,￥163,￥124,提前装运,1,36%,"Boston 记号笔, 整包",￥45,2015/5/7,中国,西南,重庆,美术,黄岱,0%,1,重庆,办公用品,消费者,CN-2015-3171627,2015/5/2,标准级,￥124
5,￥6,￥13,￥41,￥31,提前装运,1,41%,"Acco 孔加固材料, 实惠",￥13,2016/11/10,中国,西南,玉溪,装订机,施莲,0%,1,云南,办公用品,消费者,CN-2016-1969167,2016/11/5,标准级,￥31
5,￥6,￥5,￥55,￥42,提前装运,1,13%,"Acco 标签, 回收",￥5,2017/3/4,中国,西南,重庆,装订机,吕兰,0%,1,重庆,办公用品,消费者,CN-2017-4309040,2017/2/27,标准级,￥42
5,￥6,￥8,￥553,￥422,提前装运,1,2%,"Jiffy 局间信封, 回收",￥8,2017/11/30,中国,西南,乐山,信封,赖聪,0%,2,四川,办公用品,消费者,CN-2017-3211633,2017/11/25,标准级,￥422
5,￥6,￥27,￥237,￥181,提前装运,1,15%,"Cameo 商业信封, 银色",￥27,2017/12/4,中国,西南,成都,信封,施强,0%,2,四川,办公用品,消费者,US-2017-5021484,2017/11/29,标准级,￥181
6,￥6,￥145,￥595,￥454,准时装运,1,32%,"Ames 局间信封, 红色",￥145,2018/5/31,中国,西南,成都,信封,邓保,0%,2,四川,办公用品,消费者,CN-2018-3664982,2018/5/25,标准级,￥454
5,￥6,￥18,￥257,￥196,提前装运,1,9%,"Cameo 外皮和封条, 每套 50 个",￥18,2017/9/18,中国,西南,遂宁,信封,孙诚,0%,2,四川,办公用品,消费者,CN-2017-2366851,2017/9/13,标准级,￥196
4,￥6,￥89,￥238,￥182,提前装运,1,49%,"Jiffy 商业信封, 红色",￥89,2015/10/8,中国,西南,遵义,信封,卢壁,0%,2,贵州,办公用品,消费者,US-2015-1243146,2015/10/4,标准级,￥182
5,￥6,￥82,￥490,￥374,提前装运,1,22%,"Kraft 邮寄品, 银色",￥82,2018/5/23,中国,西南,重庆,信封,戴立,0%,2,重庆,办公用品,消费者,CN-2018-3636322,2018/5/18,标准级,￥374
4,￥6,"￥1,019","￥6,361","￥4,854",提前装运,1,21%,"Breville 冰箱, 银色","￥1,019",2018/8/8,中国,西南,龙泉,器具,卢芳,0%,2,云南,办公用品,消费者,CN-2018-2121055,2018/8/4,标准级,"￥4,854"
5,￥6,￥172,"￥1,023",￥781,提前装运,1,22%,"Hoover 烤面包机, 红色",￥172,2018/1/22,中国,西南,北碚,器具,徐谙,0%,2,重庆,办公用品,消费者,US-2018-5339863,2018/1/17,标准级,￥781
4,￥6,￥36,￥531,￥405,提前装运,1,9%,"Hamilton Beach 咖啡研磨机, 银色",￥36,2016/10/6,中国,西南,重庆,器具,林关茵,0%,2,重庆,办公用品,消费者,CN-2016-1357144,2016/10/2,标准级,￥405
4,￥6,￥868,"￥2,421","￥1,847",提前装运,1,47%,"Eldon 锁柜, 单宽度",￥868,2017/7/23,中国,西南,开远,收纳具,陶聪,0%,2,云南,办公用品,消费者,CN-2017-3230180,2017/7/19,标准级,"￥1,847"
5,￥6,￥157,￥587,￥448,提前装运,1,35%,"Eldon 盘, 单宽度",￥157,2016/9/30,中国,西南,成都,收纳具,周康,0%,2,四川,办公用品,消费者,CN-2016-2560123,2016/9/25,标准级,￥448
4,￥6,￥10,￥106,￥81,提前装运,1,12%,"Smead 文件夹标签, 红色",￥10,2018/3/21,中国,西南,成都,标签,薛光,0%,2,四川,办公用品,消费者,CN-2018-4111983,2018/3/17,标准级,￥81
4,￥6,￥1,￥108,￥83,提前装运,1,1%,"Harbour Creations 合法证物标签, 可调",￥1,2017/8/26,中国,西南,成都,标签,陶博,0%,2,四川,办公用品,消费者,US-2017-3069391,2017/8/22,标准级,￥83
6,￥6,￥12,￥131,￥100,准时装运,1,12%,"Harbour Creations 可去除的标签, 耐用",￥12,2017/7/7,中国,西南,重庆,标签,邱梦,0%,2,重庆,办公用品,消费者,CN-2017-3132720,2017/7/1,标准级,￥100
4,￥6,￥55,￥232,￥177,提前装运,1,31%,"Kleencut 剪刀, 锯齿状",￥55,2016/5/8,中国,西南,海口,用品,韩廉,0%,2,海南,办公用品,消费者,CN-2016-2766233,2016/5/4,标准级,￥177
7,￥6,￥162,￥575,￥439,延迟装运,1,37%,"Elite 大剪刀, 蓝色",￥162,2015/10/13,中国,西南,永川,用品,常盛,0%,2,重庆,办公用品,消费者,CN-2015-3230543,2015/10/6,标准级,￥439
4,￥6,￥39,￥427,￥326,提前装运,1,12%,"Elite 美工刀, 蓝色",￥39,2015/11/26,中国,西南,重庆,用品,李丽丽,0%,2,重庆,办公用品,消费者,CN-2015-3722391,2015/11/22,标准级,￥326
4,￥6,￥13,￥340,￥259,提前装运,1,5%,"Stiletto 开信刀, 钢",￥13,2015/11/26,中国,西南,重庆,用品,李丽丽,0%,2,重庆,办公用品,消费者,CN-2015-3722391,2015/11/22,标准级,￥259
5,￥6,￥59,￥235,￥179,提前装运,1,33%,"Stockwell 夹子, 整包",￥59,2015/6/28,中国,西南,开化,系固件,白忠,0%,2,云南,办公用品,消费者,CN-2015-2203847,2015/6/23,标准级,￥179
6,￥6,￥23,￥133,￥101,准时装运,1,23%,"Advantus 订书钉, 整包",￥23,2017/7/2,中国,西南,重庆,系固件,孟虢,0%,2,重庆,办公用品,消费者,CN-2017-3497234,2017/6/26,标准级,￥101
5,￥6,￥46,￥219,￥167,提前装运,1,28%,"Eaton 备忘录便条, 每包 12 个",￥46,2015/6/28,中国,西南,开化,纸张,白忠,0%,2,云南,办公用品,消费者,CN-2015-2203847,2015/6/23,标准级,￥167
6,￥6,￥33,￥399,￥304,准时装运,1,11%,"Enermax 令, 每包 12 个",￥33,2017/3/13,中国,西南,内江,纸张,林青,0%,2,四川,办公用品,消费者,CN-2017-1860599,2017/3/7,标准级,￥304
6,￥6,￥77,￥325,￥248,准时装运,1,31%,"Eaton 笔记本, 优质",￥77,2018/4/30,中国,西南,自贡,纸张,周康,0%,2,四川,办公用品,消费者,US-2018-1069751,2018/4/24,标准级,￥248
6,￥6,￥43,￥270,￥206,准时装运,1,21%,"BIC 荧光笔, 混合尺寸",￥43,2017/12/3,中国,西南,昆明,美术,程根基,0%,2,云南,办公用品,消费者,CN-2017-4713954,2017/11/27,标准级,￥206
4,￥6,￥18,￥174,￥133,提前装运,1,14%,"Boston 钢笔, 蓝色",￥18,2016/5/8,中国,西南,海口,美术,韩廉,0%,2,海南,办公用品,消费者,CN-2016-2766233,2016/5/4,标准级,￥133
4,￥6,￥3,￥136,￥104,提前装运,1,3%,"Sanford 钢笔, 蓝色",￥3,2017/5/21,中国,西南,毕节,美术,俞丹,0%,2,贵州,办公用品,消费者,CN-2017-4591322,2017/5/17,标准级,￥104
6,￥6,￥149,￥610,￥465,准时装运,1,32%,"Boston 速写本, 金属",￥149,2016/7/4,中国,西南,重庆,美术,程安,0%,2,重庆,办公用品,消费者,CN-2016-5468349,2016/6/28,标准级,￥465
4,￥6,￥108,￥592,￥452,提前装运,1,24%,"Wilson Jones 订书机, 透明",￥108,2016/10/29,中国,西南,拉萨,装订机,郝升,0%,2,西藏,办公用品,消费者,CN-2016-5672005,2016/10/25,标准级,￥452
4,￥6,￥82,￥346,￥264,提前装运,1,31%,"Cardinal 打孔机, 透明",￥82,2018/11/8,中国,西南,那曲,装订机,倪幂,0%,2,西藏,办公用品,消费者,CN-2018-2989159,2018/11/4,标准级,￥264
4,￥6,￥20,￥140,￥107,提前装运,1,19%,"Avery 装订机盖, 回收",￥20,2015/12/27,中国,西南,合川,装订机,沈聪,0%,2,重庆,办公用品,消费者,CN-2015-3188191,2015/12/23,标准级,￥107
4,￥6,￥81,￥334,￥255,提前装运,1,32%,"Ames 商业信封, 红色",￥81,2015/11/22,中国,西南,安顺,信封,曾岱,0%,3,贵州,办公用品,消费者,CN-2015-5896840,2015/11/18,标准级,￥255
6,￥6,￥47,￥480,￥367,准时装运,1,13%,"GlobeWeis 马尼拉纸信封, 回收",￥47,2016/12/23,中国,西南,重庆,信封,万莞颖,0%,3,重庆,办公用品,消费者,CN-2016-5385461,2016/12/17,标准级,￥367
5,￥6,￥33,￥431,￥329,提前装运,1,10%,"Ames 马尼拉纸信封, 回收",￥33,2017/11/21,中国,西南,重庆,信封,俞荷,0%,3,重庆,办公用品,消费者,CN-2017-1787632,2017/11/16,标准级,￥329
5,￥6,"￥1,234","￥9,517","￥7,263",提前装运,1,17%,"Breville 冰箱, 黑色","￥1,234",2015/6/28,中国,西南,开化,器具,白忠,0%,3,云南,办公用品,消费者,CN-2015-2203847,2015/6/23,标准级,"￥7,263"
4,￥6,￥211,"￥5,535","￥4,224",提前装运,1,5%,"Breville 微波炉, 红色",￥211,2018/11/8,中国,西南,那曲,器具,倪幂,0%,3,西藏,办公用品,消费者,CN-2018-2989159,2018/11/4,标准级,"￥4,224"
6,￥6,￥20,￥889,￥678,准时装运,1,3%,"Eldon 盘, 工业",￥20,2017/5/20,中国,西南,江油,收纳具,邢毅,0%,3,四川,办公用品,消费者,CN-2017-2310505,2017/5/14,标准级,￥678
5,￥6,￥56,"￥1,053",￥804,提前装运,1,7%,"Fellowes 盘, 单宽度",￥56,2016/6/20,中国,西南,阆中,收纳具,韦锦,0%,3,四川,办公用品,消费者,CN-2016-2932548,2016/6/15,标准级,￥804
4,￥6,￥256,"￥2,581","￥1,969",提前装运,1,13%,"Rogers 文件车, 金属",￥256,2018/7/7,中国,西南,海口,收纳具,殷崆,0%,3,海南,办公用品,消费者,CN-2018-5631342,2018/7/3,标准级,"￥1,969"
6,￥6,￥28,￥409,￥312,准时装运,1,9%,"Tenex 文件夹, 金属",￥28,2015/11/22,中国,西南,海口,收纳具,黄丽,0%,3,海南,办公用品,消费者,CN-2015-2000071,2015/11/16,标准级,￥312
5,￥6,￥100,￥321,￥245,提前装运,1,41%,"Smead 文件夹, 蓝色",￥100,2017/6/11,中国,西南,重庆,收纳具,戴武,0%,3,重庆,办公用品,消费者,CN-2017-3562924,2017/6/6,标准级,￥245
4,￥6,￥3,￥167,￥128,提前装运,1,2%,"Avery 文件夹标签, 白色",￥3,2017/7/6,中国,西南,内江,标签,卢伟,0%,3,四川,办公用品,消费者,CN-2017-5569894,2017/7/2,标准级,￥128
4,￥6,￥51,￥138,￥105,提前装运,1,49%,"Avery 圆形标签, 耐用",￥51,2017/8/26,中国,西南,成都,标签,陶博,0%,3,四川,办公用品,消费者,US-2017-3069391,2017/8/22,标准级,￥105
4,￥6,￥47,￥148,￥113,提前装运,1,42%,"Novimex 文件夹标签, 红色",￥47,2016/5/8,中国,西南,海口,标签,韩廉,0%,3,海南,办公用品,消费者,CN-2016-2766233,2016/5/4,标准级,￥113
6,￥6,￥4,￥199,￥152,准时装运,1,3%,"Hon 合法证物标签, 白色",￥4,2016/12/23,中国,西南,重庆,标签,万莞颖,0%,3,重庆,办公用品,消费者,CN-2016-5385461,2016/12/17,标准级,￥152
4,￥6,￥16,￥296,￥226,提前装运,1,7%,"Acme 尺子, 钢",￥16,2018/11/8,中国,西南,那曲,用品,倪幂,0%,3,西藏,办公用品,消费者,CN-2018-2989159,2018/11/4,标准级,￥226
4,￥6,￥178,￥542,￥414,提前装运,1,43%,"Fiskars 开信刀, 工业",￥178,2016/10/22,中国,西南,重庆,用品,邹凤,0%,3,重庆,办公用品,消费者,CN-2016-3690158,2016/10/18,标准级,￥414
4,￥6,￥237,￥636,￥485,提前装运,1,49%,"Kleencut 美工刀, 蓝色",￥237,2016/10/22,中国,西南,重庆,用品,邹凤,0%,3,重庆,办公用品,消费者,CN-2016-3690158,2016/10/18,标准级,￥485
6,￥6,￥12,￥181,￥138,准时装运,1,9%,"Stockwell 订书钉, 每包 12 个",￥12,2016/10/8,中国,西南,弥阳,系固件,陶莞颖,0%,3,云南,办公用品,消费者,CN-2016-4240650,2016/10/2,标准级,￥138
5,￥6,￥71,￥269,￥205,提前装运,1,35%,"Accos 按钉, 金属",￥71,2017/10/28,中国,西南,昆明,系固件,戴康,0%,3,云南,办公用品,消费者,CN-2017-3284020,2017/10/23,标准级,￥205
5,￥6,￥133,￥348,￥265,提前装运,1,50%,"Stockwell 夹子, 金属",￥133,2016/2/14,中国,西南,昆明,系固件,殷丽雪,0%,3,云南,办公用品,消费者,CN-2016-1569506,2016/2/9,标准级,￥265
4,￥6,￥97,￥266,￥203,提前装运,1,48%,"Stockwell 按钉, 金属",￥97,2017/5/21,中国,西南,毕节,系固件,俞丹,0%,3,贵州,办公用品,消费者,CN-2017-4591322,2017/5/17,标准级,￥203
6,￥6,￥4,￥564,￥430,准时装运,1,1%,"Eaton 笔记本, 每包 12 个",￥4,2015/8/17,中国,西南,昭通,纸张,郝升,0%,3,云南,办公用品,消费者,CN-2015-1743738,2015/8/11,标准级,￥430
5,￥6,￥44,￥287,￥219,提前装运,1,20%,"Enermax 备忘录便条, 优质",￥44,2017/11/30,中国,西南,乐山,纸张,赖聪,0%,3,四川,办公用品,消费者,CN-2017-3211633,2017/11/25,标准级,￥219
5,￥6,￥199,￥544,￥415,提前装运,1,48%,"Green Bar 令, 回收",￥199,2017/12/4,中国,西南,成都,纸张,施强,0%,3,四川,办公用品,消费者,US-2017-5021484,2017/11/29,标准级,￥415
5,￥6,￥16,￥522,￥399,提前装运,1,4%,"Enermax 令, 优质",￥16,2017/9/18,中国,西南,遂宁,纸张,孙诚,0%,3,四川,办公用品,消费者,CN-2017-2366851,2017/9/13,标准级,￥399
7,￥6,￥12,￥387,￥295,延迟装运,1,4%,"Green Bar 备忘录便条, 每包 12 个",￥12,2015/10/13,中国,西南,永川,纸张,常盛,0%,3,重庆,办公用品,消费者,CN-2015-3230543,2015/10/6,标准级,￥295
4,￥6,￥68,￥369,￥282,提前装运,1,24%,"Boston 荧光笔, 金属",￥68,2018/12/25,中国,西南,重庆,美术,曹冬露,0%,3,重庆,办公用品,消费者,CN-2018-2372663,2018/12/21,标准级,￥282
4,￥6,￥31,￥241,￥184,提前装运,1,17%,"Ibico 装订机盖, 透明",￥31,2016/11/23,中国,西南,中枢,装订机,邢盛,0%,3,云南,办公用品,消费者,CN-2016-4650370,2016/11/19,标准级,￥184
6,￥6,￥67,￥233,￥178,准时装运,1,38%,"Wilson Jones 装订机盖, 耐用",￥67,2017/10/25,中国,西南,毕节,装订机,殷昌,0%,3,贵州,办公用品,消费者,US-2017-2560726,2017/10/19,标准级,￥178
4,￥6,￥147,￥520,￥397,提前装运,1,37%,"Wilson Jones 打孔机, 回收",￥147,2018/11/11,中国,西南,永川,装订机,谢君,0%,3,重庆,办公用品,消费者,CN-2018-3108642,2018/11/7,标准级,￥397
5,￥6,￥29,￥212,￥162,提前装运,1,18%,"Wilson Jones 装订机盖, 回收",￥29,2016/3/17,中国,西南,重庆,装订机,常宣,0%,3,重庆,办公用品,消费者,CN-2016-3526566,2016/3/12,标准级,￥162
5,￥6,￥137,￥501,￥383,提前装运,1,36%,"Avery 打孔机, 透明",￥137,2018/5/23,中国,西南,重庆,装订机,戴立,0%,3,重庆,办公用品,消费者,CN-2018-3636322,2018/5/18,标准级,￥383
5,￥6,￥40,￥239,￥182,提前装运,1,22%,"Wilson Jones 装订机, 实惠",￥40,2018/5/23,中国,西南,重庆,装订机,戴立,0%,3,重庆,办公用品,消费者,CN-2018-3636322,2018/5/18,标准级,￥182
